,Unnamed: 0,Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
2611,2611.0,2612.0,Angkor Wat Sunrise Tour By TukTuk,Full-day Tours,1.0,5.0,10.0,43.0,"English Speaking Tour guide, Transportation TukTuk and Bottled of mineral Water.","Siem Reap, Cambodia"
2612,2612.0,2613.0,Sunrise Angkor Wat Half Day Join-In Tour (by luxury MiniVan),Full-day Tours,996.0,5.0,8.0,15.0,"Cold towels & Water, Local taxes, Professional English Spoken Tour Guide, Hotel pickup (4:20am to 4:50am), Transport by luxury air-conditioned mini-bus, Hotel Drop off (12:30pm)","Svay Dangkum, Cambodia"
2613,2613.0,2614.0,The Mekong Silk Island Guided Cruise,Day Cruises,2.0,5.0,4.0,25.0,Private transportation,"Penh, Cambodia"
2614,2614.0,2615.0,Kompong Kleang Tour - floating Village on the Tonle Sap Lake,Full-day Tours,1.0,5.0,6.0,32.7,"Tour Guide, Transportation, Cold water","Siem Reap, Cambodia"
2615,2615.0,2616.0,Half-Day Siem Reap Countryside Bike Tour,Full-day Tours,1.0,5.0,5.0,29.0,"Pick up & Drop off, Mountain Bike & Helmet, Fresh Bottled Water, Snack, Contribution for each families we visited","Siem Reap, Cambodia"
2616,2616.0,2617.0,Siem Reap Street Food Tour,Private Sightseeing Tours,26.0,5.0,2.0,30.0,"English-Speaking Tour Guide, Transportation Tuk Tuk, Bottles of drinking cold Water, Food tasting","Siem Reap, Cambodia"
2617,2617.0,2618.0,Phnom Penh Nightâ€™s Life Walking and Foodie Tour,Half-day Tours,2.0,5.0,6.0,59.0,"Dinner, Tuk Tuk with driver, Local street foods tasting, Hotel pick up, English Speaking Guide","Phnom Penh, Cambodia"
2618,2618.0,2619.0,La Plantation tour (discovering Kampot Pepper) + Lunch,Adventure Tours,44.0,4.5,4.0,21.0,"Lunch (starter - main dish - dessert), Guided tour + tasting","Tuek Chhou, Cambodia"
2619,2619.0,2620.0,Siem Reap Airport or Hotel Transfer,Airport & Hotel Transfers,8.0,5.0,1.0,30.516,"One way: 4-seater airconditioned vehicle transfer for 1-3pax, Service of driver from airport to hotel or hotel to airport, Unlimited water bottle and cold towel, Travel insurance during transfer","Siem Reap, Cambodia"
2620,2620.0,2621.0,Siem Reap City Walking Tour,Private Sightseeing Tours,42.0,4.5,1.0,5.0,Local guide,"Krong Siem Reap, Cambodia"
2621,2621.0,2622.0,1-hour Relaxing Traditional Khmer Massage in Siem Reap,Health Tours,1.0,5.0,1.0,14.58,"Complimentary round-trip transfer service in town., 1-hour oil-free massage, Welcome drink and snacks","Siem Reap, Cambodia"
2622,2622.0,2623.0,Be Your Own Driver: Motorbike Rental in Siem Reap,Full-day Tours,15.2,4.9,12.0,30.4,Motorbike Rental,"Siem Reap, Cambodia"
2623,2623.0,2624.0,Full Day Archeological Tour in Siem Reap,Full-day Tours,13.0,5.0,9.0,12.0,"Air-conditioned vehicle, Tour guide with experiences, Pick up/Drop off, Bottled water, Local tax","Krong Siem Reap, Cambodia"
2624,2624.0,2625.0,Coconut Oil Making Activity in Cambodia,Cooking Classes,22.2,4.9,2.0,25.0,Bottled water,"Preah Sihanouk, Cambodia"
2625,2625.0,2626.0,Angkor Wat Sunrise Tours,Full-day Tours,16.0,5.0,9.0,33.2,Hotel pickup and drop-off Sightseeing as specified in the itinerary Transport by private vehicle Mineral Water Cold Tower Temple Information,"Krong Siem Reap, Cambodia"
2626,2626.0,2627.0,Private Day Trip To Koh Ker City And Beng Mealea Temple,Full-day Tours,14.8,4.9,8.0,29.094,"Cold Drinks & Cold Towels, Tour Guide Service, Air-conditioned vehicle, Private transportation","Svay Dangkum, Cambodia"
2627,2627.0,2628.0,Swedish Massage - Traditional Massage (60min),Health Tours,21.0,5.0,1.0,35.0,"Swedish Massage - Traditional Massage (60min), Coffee and/or Tea","Phnom Penh, Cambodia"
2628,2628.0,2629.0,"Ox-cart Culture Tour, Countryside Experince in Siem Reap",Adventure Tours,3.0,5.0,2.0,38.47,"Pick up and drop off, Snacks","Svay Dangkum, Cambodia"
2629,2629.0,2630.0,Koh Ker and Beng Mealea Excursion Join-in Tour - Free Hotel pickup,Full-day Tours,13.2,4.9,10.0,35.0,"Hotel pickup (8:00am to 8:25am), Drinking water and cool towel during trip, English Speaking Guide, Transport by air-conditioned minivan, Hotel Dropoff","Siem Reap, Cambodia"
2630,2630.0,2631.0,Highlights & Hidden Gems With Locals: Best of Siem Reap Private Tour,Half-day Tours,22.0,5.0,3.0,26.8,"Private Tour, Local Guide, 1 local drink/tasting","Krong Siem Reap, Cambodia"
2631,2631.0,2632.0,Kompong Phluk and Tonle Sap Lake Cruising Tour from Siem Reap,Day Cruises,21.0,4.5,6.0,59.0,"English Speaking Guide (License guide), Air-con Vehicle (Van or Bus), NOTE : This is low water season, so for view of the lake not so beautiful like high water season., Boat Trip to Kampong Phluk (Note: this price not include with small boat, small boat is the optional for client if client want to try they pay by themselves), Mineral Water, Pickup and drop off from hotel client stay (in Siem Reap), Departure Time : 8:30am, Please kindly ready and wait at hotel lobby for pick up between : 7:30am - 8:30am, Departure Time : 2:00pm, Please kindly ready and wait at hotel lobby for pick up between : 1:00pm - 2:00pm","Siem Reap, Cambodia"
2632,2632.0,2633.0,Ultimate Siem Reap Food Tour (10 Locals Tasting with Drinks & Transport),Dining Experiences,32.0,5.0,2.0,45.0,"Private transportation, Bottled water, Test the 10 best hand picked local tasting, Passionate Foodie Host","Siem Reap, Cambodia"
2633,2633.0,2634.0,Private Ox Cart Ride and Local village Experience from Siem Reap,Half-day Tours,4.0,4.5,3.0,38.47,"Private air conditioned car transfer or tuk tuk, Ox Cart riding, Local English speaking guide, cold water included., Private tour","Siem Reap, Cambodia"
2634,2634.0,2635.0,Adventure Quad Bike 3 Hours Local Village,Mountain Bike Tours,5.8,5.0,3.0,98.0,"Pick up and Drop off, Safety driving, briefing, and training","Siem Reap, Cambodia"
2635,2635.0,2636.0,"Explore Battambang half day afternoon bamboo train,bat cave&killing cave,village",Half-day Tours,1.0,5.0,6.0,17.0,"Tuk Tuk /guide ,drinking water , entrance fee for killing cave/bat cave","Battambang, Cambodia"
2636,2636.0,2637.0,Private Taxi Transfer From Siem Reap - Poipet Border,Airport & Hotel Transfers,9.4,4.4,3.0,32.0,"Experienced English speaking driver, Air-condition vehicle (SUV car /Minivan), Petrol and parking fee","Siem Reap, Cambodia"
2637,2637.0,2638.0,"Private transfer from Phnom Penh to Siem Reap, Battambang, Poipet",Full-day Tours,10.0,4.5,7.0,25.0,"Pick up and drop off at your hotel ( please provide us your hotel name and address for pick up ), Gasoline, Private English speaking driver, Road toll fee, Luxury and comfortable air conditioning vehicles","Phnom Penh, Cambodia"
2638,2638.0,2639.0,Sunset or sunrise bicycle tour around Angkor Wat and nearby temples,Mountain Bike Tours,33.0,5.0,8.0,45.0,"Guide, Bicycles, Bottled water, Pick-up and drop-off","Krong Siem Reap, Cambodia"
2639,2639.0,2640.0,Angkor Dynasty Show - Free hotel pick up,Theater Shows,9.8,4.5,1.0,40.0,"Hotel pickup, Fuel surcharge","Krong Siem Reap, Cambodia"
2640,2640.0,2641.0,Udong Historical Site Tour,Full-day Tours,3.0,5.0,6.0,38.4,"A professional English speaking tour guide, Air-conditioned vehicle, Bottled water, Snacks, All Fees and Taxes","Phnom Penh, Cambodia"
2641,2641.0,2642.0,Cambodia Food Tour,Half-day Tours,19.0,4.6,4.0,40.0,"Dinner, Coffee and/or Tea, Alcoholic Beverages, Soda/Pop, Bottled water, Snacks, Private transportation","Phnom Penh, Cambodia"
2642,2642.0,2643.0,Guided Floating Village Boat Tour in Siem Reap,Day Cruises,8.0,3.0,3.0,35.0,"English-speaking guide, All fees, Hotel pickup and drop-off","Siem Reap, Cambodia"
2643,2643.0,2644.0,Pick up/Drop Off by Tuk Tuk,Port Transfers,1.0,5.0,1.0,39.4,Bottled water,"Siem Reap, Cambodia"
2644,2644.0,2645.0,Full-Day Angkor Temple & Sunset Tour by Private Luxury Vehicles,Adventure Tours,50.0,5.0,10.0,45.0,"Sunset tour of Angkor Wat and other temples, Cold towels & Bottled Water, Hotel pickup (7:40am - 8:10am) & Drop off (7pm), Transport by Aircon Vehicle","Siem Reap, Cambodia"
2645,2645.0,2646.0,Private Taxi from Siem Reap to Phnom Penh capital,Bus Tours,1.0,5.0,7.0,60.0,"Fuel, All local taxes, Cold towel and water, Safety and safe experience driver","Krong Siem Reap, Cambodia"
2646,2646.0,2647.0,Major Temples & Kulen mountain & Koh Ker & Beng Mealea - 4 Days,Hiking Tours,65.6,5.0,96.0,245.0,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Cool drinking waters & wet towels, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Siem Reap, Cambodia"
2647,2647.0,2648.0,Exploring Haft day at Floating Village Kompong Phluk,Half-day Tours,11.2,5.0,4.0,22.0,"Boat Ticket is Include, Cold Towel, Local English Speaking Tour Guide, Air-conditioned vehicle, Bottled water","Siem Reap, Cambodia"
2648,2648.0,2649.0,Angkor Wat Tour by Private tuktuk,Adventure Tours,3.0,5.0,9.0,39.0,"Hotel pickup and drop off, Travel by tuk-tuk (motorised trolley), Licensed and Experienced English Speaking Tour Guide, Mineral Water","Siem Reap, Cambodia"
2649,2649.0,2650.0,"Bike Rental , ebikerental , Rental service",Bike Rentals,1.0,5.0,24.0,10.26,Use of bicycle,"Krong Siem Reap, Cambodia"
2650,2650.0,2651.0,Siem Reap Airport Transfers,Port Transfers,1.0,5.0,1.0,43.032,"Bottled water, Parking Fees, Private transportation, Air-conditioned vehicle, Fuel surcharge","Krong Siem Reap, Cambodia"
2651,2651.0,2652.0,Bike to the backroads of Kampot,Mountain Bike Tours,43.0,5.0,4.0,25.0,"Drinking water, Local guide, Bicycle and helmet","Krong Kampot, Cambodia"
2652,2652.0,2653.0,FullDay Kulen Waterfall & 1000 Lingas Join-in Tour,Full-day Tours,13.6,5.0,10.0,65.0,"Bottled water, Hotel pickup (8:00am to 8:25am), Entry/Admission - Phnom Kulen National Park, Cold towels, Professional English-speaking guide, Transport by air-conditioned minivan","Siem Reap, Cambodia"
2653,2653.0,2654.0,Taxi Siem Reap - Phnom Penh | Phnom Penh - Siem Reap,Airport & Hotel Transfers,17.6,5.0,6.0,45.132,"Pick up and Drop off, Private luxury car","Siem Reap, Cambodia"
2654,2654.0,2655.0,Phnom Penh Authentic Food Tour 100% By Local,Half-day Tours,35.0,5.0,4.0,69.0,"Dinner, Bottled water, Unlimited local beers, Hotel pick up and drop off","Phnom Penh, Cambodia"
2655,2655.0,2656.0,Monk Blessing Ceremony in Siem Reap,Bus Tours,8.0,5.0,1.0,29.16,"English-speaking driver, Monk ceremony, Sarong, Transport by private car or tuk tuk","Siem Reap, Cambodia"
2656,2656.0,2657.0,E-BIKE RIDE TO VISIT TWILIGHT IN SMALL CIRCUIT (20-25 km),Mountain Bike Tours,1.0,1.0,24.0,57.7,"Hotel pick up at 1:15 PM, English speaking Tour Guide guide fully license, Modern E-Bike, high quality, fully charge and maintain with helmet, Snack and refreshments, Hotel drop off","Siem Reap, Cambodia"
2657,2657.0,2658.0,Apsara Theatre Performance include Dinner,Bus Tours,17.0,5.0,1.0,37.5,"Free transfer from & to Your Hotel, All Government Taxes, Apsara dance show admission with dinner","Siem Reap, Cambodia"
2658,2658.0,2659.0,Private Angkor Wat Sunrise Tour and Tonle Sap Boat Cruise,Full-day Tours,1.0,5.0,9.0,62.0,"Vaccinated English speaking tour guide with license, Vaccinated experienced driver with license, Free cool water and cool towel during the tour, 100% Private vehicle with A/C ( Car or Minivan)","Siem Reap, Cambodia"
2659,2659.0,2660.0,4-Day Tour from Siem Reap to Phnom Penh,Multi-day Tours,6.0,3.5,96.0,396.93,"Lunch, 3 nights accommodation based on twin-sharing, Local English-speaking tour guide, Transportation in air-conditioned minivan, Airport pickup and transfer, Breakfast (3)","Siem Reap, Cambodia"
2660,2660.0,2661.0,Ultimate private 2 Days guided tours to hit best Angkor temples/sunrise/sunset,Overnight Tours,26.0,5.0,48.0,94.404,"Transport by private air-conditioned SUV/Minivan in private tours, Professional guide/driver/historian & photographer guide, Toll roads, gasoline, cold waters/wipes & car parkings, Hotel Pick Up & Drop Off","Svay Dangkum, Cambodia"
2661,2661.0,2662.0,"Ultimate Angkor Wat Sunrise Tours, Bayon, Ta Prohm, Banteay Srei And Beng Mealea",Full-day Tours,30.0,5.0,7.0,91.362,"Hotel pickup and drop-off, Private tour, Driver/guide, Local guide, Professional art historian guide, Professional guide, Professional photographer guide, Licensed tour guide, AC Car/Van/SUV, Parking Fees, Toll roads, Cold waters and wipes, Gasoline","Siem Reap, Cambodia"
2662,2662.0,2663.0,"Battambang Full Day Tour from Siem Reap - Bamboo Train, Killing Cave & Sunset",Full-day Tours,27.0,4.5,15.0,132.31,"Lunch, Snacks, Bottled water, Entry Fees, Air-conditioned vehicle, Private transportation","Siem Reap, Cambodia"
2663,2663.0,2664.0,"3-Days Discovery Of Angkor: Waterfalls,Floating Village and Banteay Srei temple",Multi-day Tours,175.0,5.0,72.0,183.08,"Professional English speaking tour guide & driver, Hotel Pick up & Drop off, Private transport with air-conditioning ( Car/Minivan), Cool water and cool towel during this tour, Breakfast ( Cambodia rice noodle with green curry and desserts)","Siem Reap, Cambodia"
2664,2664.0,2665.0,Best of Cambodia 6 Days Private Tours,Multi-day Tours,14.0,5.0,144.0,350.0,"Stay at comfortable Hotel with daily breakfast based on Double or Twin or triple sharing, All entrance fees for tours sights as mentioned in itinerary, Experienced English speaking license tour guide, All transfer by private vehicle as mentioned in itinerary, Drinks water and fresh tissue for the whole trip, Breakfast (5)","Siem Reap, Cambodia"
2665,2665.0,2666.0,Kulen Mountain from Siem Reap Jeep Adventure,Skip the line Tickets,26.0,5.0,7.0,129.0,"Hotel pick up & drop off, Travel with US army Jeep & driver, English speaking tour guide, Lunch, Snack, Water supplies during the tour","Siem Reap, Cambodia"
2666,2666.0,2667.0,Phnom Kulen Waterfall & 1000 Linga River Small-Group Tours from Siem Reap,Full-day Tours,176.0,5.0,7.0,25.0,"Small-Group Tour, Experience English Speaking Guide, Shared air conditioned van/bus, Bottled water, Hotel pickup and drop-off","Siem Reap, Cambodia"
2667,2667.0,2668.0,"3-Day Angkor Wat with All Interesting Major Temples, Banteay Srei & Beng Mealea",Multi-day Tours,35.0,5.0,72.0,246.75,"Air-conditioned vehicle, English Speaking Guide with licensed, Pick up & drop off at hotel, Cool water and Cool wet towel, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Siem Reap, Cambodia"
2668,2668.0,2669.0,After Dark Food Tour Siem Reap Vespa Tour,Half-day Tours,35.0,5.0,5.0,89.0,"Local Food, Drinks, Professional Tour Guide, Experienced Driver, Helmet, Raincoats, Insurance, Vespa","Siem Reap, Cambodia"
2669,2669.0,2670.0,"2hours Private Sunset Cruise with unlimited beer, soft drinks and Tour guide",Day Cruises,3.0,5.0,2.0,66.67,"Hotel pick up and drop off, A bottle of wine, Unlimited beer and soft drinks, Fresh fruit platter, Private English speaking guide, Private boat for 2 hours","Phnom Penh, Cambodia"
2670,2670.0,2671.0,Private Oudong Temples & Phnom Prasith Tour from Phnom Penh,Full-day Tours,5.0,5.0,6.0,139.0,"Hotel pickup and drop-off, Shared transport by air conditioned vehicle, English Speaking Guide, Entrance ticket, Cold bottled water","Phnom Penh, Cambodia"
2671,2671.0,2672.0,"4-Day Excursion of Angkor, Koh Ker, Beng Mealea, Tonle Sap and Waterfalls",Multi-day Tours,71.0,5.0,96.0,249.0,"Fully vaccinated English speaking tour guide & driver, Private vehicle with A/C ( SUV/Minivan), Free cool bottle of water and towels during this tour, Free airport pick-up or drop off (1 way only)","Siem Reap, Cambodia"
2672,2672.0,2673.0,Angkor Wat Private Tour in a Tuk Tuk,Full-day Tours,30.0,5.0,7.0,49.0,"Tuk Tuk - Full day tour, Local live English speaking guide, Hotel/Airport pickup and drop-off, Bottled water during tours","Siem Reap, Cambodia"
2673,2673.0,2674.0,ATV Grand Discovery Tour,Adventure Tours,12.0,4.5,3.0,107.7,"Bottle of water and fresh towel after the tour, Driver/Instructor, Hotel pickup and drop-off ( in the city of Siem Reap only), Helmet, Face mask and Rain coat ( in case of rain), Private tour, Bottled water","Krong Siem Reap, Cambodia"
2674,2674.0,2675.0,Private Half-Day Silk Island Trip from Phnom Penh,Full-day Tours,7.0,5.0,4.0,96.42,"Bottled water, Morning or afternoon tea, Private guide, Transport of your choice and driver, Hotel pickup","Phnom Penh, Cambodia"
2675,2675.0,2676.0,5-Day All Major Temples & Kulen Mount Waterfall & Koh Ker & Beng Mealea,Multi-day Tours,8.0,5.0,120.0,430.0,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Cool drinking waters & wet towels, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Siem Reap, Cambodia"
2676,2676.0,2677.0,3-Day Private Phnom Penh and Siem Reap Tour,Multi-day Tours,2.0,5.0,72.0,735.0,"Lunch, Stay 1 night at the iRoHa Garden Hotel (Comfort Room with Balcony), Stay 1 night at the Borei Angkor Resort & Spa (Landmark Room), Private transportation by modern air-conditioned vehicle, Sightseeing as specified in the itinerary including entrance fees, Professional Licensed English Speaking guide, Domestic flight ticket from Phnom Penh - Siem Reap on Economy Class, Boat cruise as specified in the programmed, 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge, Included admission fee to visit the Royal Palace $10.00 person, Included admission fee to visit the National Museum $10.00 person, Included admission fee to visit the Tuol Sleng Genocide Museum $5.00 person, Included admission fee to visit the Wat Phnom Temple $1.00 person, Included admission fee to visit the temples in Angkor Archaeological Park single-day ticket $62.00, Breakfast (2)","Phnom Penh, Cambodia"
2677,2677.0,2678.0,Angkor Wat Sunrise Private Day Tours,Full-day Tours,15.0,5.0,9.0,17.0,"Professional English Speaking License Tour Guide, Pick-up & Drop-off at your Hotel ( please provide us your hotel name and your hotel address ), All transfer by private Air-conditioned vehicle, Cold Drinking Water & Cold Towels","Siem Reap, Cambodia"
2678,2678.0,2679.0,Cambodia Fire Range Outdoor Experience,Adventure Tours,40.0,5.0,168.0,676.93,"Air-conditioned vehicle, Pick Up and Drop down Service at your desirable place or hotel in Phnom Penh, Video service and also plus edited, Cold beers","Phnom Penh, Cambodia"
2679,2679.0,2680.0,Full-Day Phnom Penh City Tours,Bus Tours,9.0,5.0,7.0,73.0,"Hotel Pick-Up and Drop-Off, Private English Speaking Tour Guide, Private Comfortable/AC Transportation, Cold Bottle Of Water During Your Trip, Hand Cold Tower During Your Trip, All Entrance Fee Are Mentioned","Phnom Penh, Cambodia"
2680,2680.0,2681.0,Highlight of Angkor Complex 2 Days Private Tour,Overnight Tours,10.0,5.0,48.0,25.0,"Hotel pickup and drop-off ( please provide us your hotel name and hotel address ), Professional English Speaking license tour guide, All private transfer by comfortable vehicle as mentioned in the tours itinerary, Services charge and current government VAT tax, Drink water and cool fresh Tissue for the whole trips","Siem Reap, Cambodia"
2681,2681.0,2682.0,Full-Day Phnom Penh Sightseeing Tour & Killing Field,Full-day Tours,27.0,4.5,8.0,75.9,"Hotel pickup and drop-off, Transport by private vehicle, Professional guide, All Fees and Taxes","Phnom Penh, Cambodia"
2682,2682.0,2683.0,Full-Day Phnom Penh City & Silk Island with a local Tuk Tuk Tours,Private Sightseeing Tours,3.0,5.0,7.0,75.0,"Cold bottle of water during your trip, Private English Speaking Guide, Hotel pickup and drop-off, Private Transportation ( Tuk Tuk ) & Tour Guide, All entrance fees are mentioned below","Phnom Penh, Cambodia"
2683,2683.0,2684.0,Siem Reap 3 Full Days Tours with Sunrise and Sunset & Tonle Sap Floating Village,Multi-day Tours,19.0,5.0,72.0,95.0,"Hotel pick up and drop off, Please provide us your hotel name and hotel address, Tours with Tour Guide Language as in the tours package price option, All transfer with private air-con vehicle as mentioned in the tours itinerary, Private cruise tours to visit floating village at Tonle Sap lake, Drink water and cool fresh tower for the whole trips, Services charge and current government VAT tax","Siem Reap, Cambodia"
2684,2684.0,2685.0,Phnom Chisor & Tonle Bati Private Tours from Phnom Penh,Full-day Tours,2.0,5.0,9.0,35.0,"Pick-up & Drop-off at your Hotel ( Please provide us your hotel name for tours pick up ), Professional English Speaking license Tour Guide, All transfer by private comfortable vehicle, All Entrance Fees for tours sites as mentioned in itinerary, Services charge and current government VAT tax","Phnom Penh, Cambodia"
2685,2685.0,2686.0,"3-Day Tour(Unforgettable Angkor Temple Complex, Banteay Srei& Floating Village)",Multi-day Tours,21.0,5.0,72.0,170.0,"A three day tour with a professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., Cool waters and Cool wet towels, All applicable taxes and service charges","Siem Reap, Cambodia"
2686,2686.0,2687.0,Silk Island Tour by Tuk Tuk,Adventure Tours,19.0,4.5,5.0,49.0,"Hotel pickup and drop-off, English speaking guide, Cambodia lunch or dinner, Ferry crossing fee of the Mekong River, Travel by Tuk Tuk","Phnom Penh, Cambodia"
2687,2687.0,2688.0,Angkor Wat plus Balloon Ride with Khmer Lunch,Hot Air Balloon Rides,26.0,5.0,7.0,85.0,"English Speaking Guide, Tethered Helium balloon ride for 12 minutes (joining others), Hotel pick up and drop off, Lunch at the local restaurant in the national park, Tuk Tuk or Car/Minivan with cold bottled water during tours, Small Group Tours","Siem Reap, Cambodia"
2688,2688.0,2689.0,Kulen Elephant Forest by private tour,Full-day Tours,1.0,5.0,9.0,165.0,"Professional English speaking guide, Transport by air-con vehicle, Lunch at local restaurant or Brunch for afternoon, Bottled water & Cold towel, Entrance fee Kulen Forest Elephant Camp","Siem Reap, Cambodia"
2689,2689.0,2690.0,Battambang City Private Tour (Day Trip by Car/Minivan with Guide),Full-day Tours,13.0,5.0,9.0,145.0,"All Fees and Taxes, Transportation with A/C SUV for Smaller Group (up to 3) and Minivan for Bigger Group (from 4-9 Pax)., Drinking Water and Cool Towels are provided for FREE, ALL tickets to all Attraction mentioned in the Itinerary Bamboo Train Ride Fee is included, Local Guide Fee in Battambing is included (Tips is accpetable)","Siem Reap, Cambodia"
2690,2690.0,2691.0,Tonle Sap Lake and Kampong Phluk Private Half Day tour from Siem Reap,Day Cruises,38.0,5.0,4.0,59.0,"Hotel pickup and drop-off, Private air conditioned vehicle on tour, Private Local Live English Speaking guide, Cold bottled water, Private tour","Siem Reap, Cambodia"
2691,2691.0,2692.0,4-day Highlights of Siem Reap Phnom Penh,Multi-day Tours,13.0,4.7,96.0,425.65,"Lunch, Accommodation in Double/Twin shared with daily breakfast, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle, Dinner (2), Breakfast (3)","Krong Siem Reap, Cambodia"
2692,2692.0,2693.0,Amazing Apsara Dance Show with Dinner & Hotel Transfers,Dining Experiences,2.0,3.0,2.0,38.67,"Round trip transfer by tuk tuk/ car, Dinner","Siem Reap, Cambodia"
2693,2693.0,2694.0,One-Way River cruise/road tour from Phnom Penh to Siem Reap or Siem Reap to PP,Day Cruises,3.0,3.5,9.0,199.0,"Hotel pickup and drop-off, All fees and taxes, welcome drink, Fresh seasonal fruits, Local professional guide, Transport by air-conditioned minivan, Lunch","Phnom Penh, Cambodia"
2694,2694.0,2695.0,Angkor Sunrise Vespa Tour with Breakfast and Lunch,Full-day Tours,54.0,5.0,9.0,76.0,"Round trip by vespa, Experienced driver, Professional English speaking guide, Bottled water & Soft drink, Breakfast & Lunch","Siem Reap, Cambodia"
2695,2695.0,2696.0,Phnom Penh Nightlife Street Food Tours,Half-day Tours,10.0,4.5,4.0,59.0,"Alcoholic Beverages, Dinner, Soda/Pop, Bottled water, Tuk Tuk Transportation, English Speaking Tour Guide, Hotel Pick Up/ Drop Off","Phnom Penh, Cambodia"
2696,2696.0,2697.0,Kompong Phluk Village Tonle Sap Lake Half-Day Tour From Siem Reap,Day Cruises,40.0,4.0,4.0,49.0,"Professional tara lake guide, all boats, Transportation by air-conditioned cars or minivans, Hotel pickup and drop-off, Light fruit lunch, Water, All checkpoint fees","Siem Reap, Cambodia"
2697,2697.0,2698.0,Angkor Wat Sunrise VIP Guided Jeep Tour (Breakfast & Lunch Included),Full-day Tours,6.0,5.0,7.0,90.25,"English speaking tour guide, Round trip by vintage jeep, Cold drinking water, Cold hand towels, Breakfast & snack, Lunch","Siem Reap, Cambodia"
2698,2698.0,2699.0,Siem Reap Evening Foodie Vespa Tour,Wine Tastings,76.0,5.0,4.0,55.0,"Dinner, Private transportation, Scooter & Experience driver included., helmet & first aid kit., All Fees and Taxes","Siem Reap, Cambodia"
2699,2699.0,2700.0,Siem Reap Countryside Sunset Ride,Adventure Tours,44.0,5.0,5.0,35.0,"Hotel pick up & Drop Off, Professional English-speaking guide, Bicycle & Helmet, Village donation, Light refreshment, Local snacks and fruits, Bottled water","Siem Reap, Cambodia"
2700,2700.0,2701.0,Phnom Penh to Koh Rong/Koh Rong Sanloem by Car/Minivan & Boat,Private Drivers,1.0,5.0,6.0,99.0,"Hotel pickup in Phnom Penh, Drop off at Sihanoukville Autonomous Port, Good car/minivan with good air conditioned with a professional driver, One way boat ticket from Sihanoukville to Koh Rong/Koh Rong Sanloeum, Delivered boat ticket when arrival at the port in Sihanoukville","Phnom Penh, Cambodia"
2701,2701.0,2702.0,Tonle Sap Lake-Floating Villages-Mangrove Forest from Siem Reap,Full-day Tours,27.0,5.0,6.0,219.0,"Hotel pickup and drop-off, Small group tour with entrance ticket is included, Local Live English Speaking Tour guide, Private boat from Chong Khneas - Kampong Phluk Village, Snacks, Lunch includes coke and cold bottled water, Life jackets on boat","Siem Reap, Cambodia"
2702,2702.0,2703.0,Overland Taxi Transfer From Bangkok - Siem Reap with Private Driver,Airport & Hotel Transfers,1.0,5.0,9.0,118.4,"Friendly and reliable driver, Car/Minivan with air-conditioning, Gasoline, tool and parking fee","Siem Reap, Cambodia"
2703,2703.0,2704.0,Siem Reap Authentic Food Tour 100% Run By Local Cambodian,Dining Experiences,21.0,5.0,4.0,69.0,"Private transportation, Dinner, 4 Local places to seat -hygienic safe to eat at restaurants, Private transport pick-up and drop-off and Hotel., Unlimited local beers","Siem Reap, Cambodia"
2704,2704.0,2705.0,Bike the Angkor Temples Active Day Tour,Adventure Tours,395.0,5.0,8.0,55.0,"Professional guide, Use of bicycle and safety equipment, Lunch, Bottled water, Snacks","Krong Siem Reap, Cambodia"
2705,2705.0,2706.0,Kirirom National Park Private Day Tour from Phnom Penh,Full-day Tours,3.0,4.5,7.0,127.0,"Hotel pickup and drop-off, Transport by private air-conditioned vehicle, English-speaking guide, Bottled water, Local taxes","Phnom Penh, Cambodia"
2706,2706.0,2707.0,2-Day Angkor Wat & Tonle Sap Tour,Overnight Tours,8.0,5.0,48.0,143.868,"Private transportation, Air-conditioned vehicle, Hotel pickups and Dropoffs, Fee for motorized boat, Cold bottled water, Cold Towels","Svay Dangkum, Cambodia"
2707,2707.0,2708.0,S-21 Prison and Killing Fields,Half-day Tours,5.0,5.0,3.0,51.95,"English speaking guide, Refreshment drink & cold towel, Air-conditioned vehicle","Phnom Penh, Cambodia"
2708,2708.0,2709.0,Angkor Wat plus Helicopter ride with Khmer Lunch,Full-day Tours,1.0,5.0,7.0,585.66,"20-minute helicopter ride, air conditioned (share or private), Bottled water on tour, Hotel pickup and drop-off, Khmer Lunch during the tours, Transportation by air-conditioned vehicle, Angkor Wat 1 Day Entrance Ticket","Siem Reap, Cambodia"
2709,2709.0,2710.0,Phnom Penh to Sihanoukville by Private Car or Minivan,Private Drivers,1.0,4.0,5.0,59.0,"Hotel pickup and drop-off from hotel only (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, All toll fees, Toilet stops","Phnom Penh, Cambodia"
